Subject,Start Date,Start Time,End Date,End Time,Description,Location
Introduction to Computer Programming,2025-03-24,16:00,2025-03-24,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-31,16:00,2025-03-31,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-04-07,16:00,2025-04-07,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-06,16:00,2025-01-06,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-13,16:00,2025-01-13,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-20,16:00,2025-01-20,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-27,16:00,2025-01-27,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-03,16:00,2025-02-03,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-10,16:00,2025-02-10,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-17,16:00,2025-02-17,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-24,16:00,2025-02-24,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-03,16:00,2025-03-03,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-10,16:00,2025-03-10,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-17,16:00,2025-03-17,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-24,16:00,2025-03-24,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-31,16:00,2025-03-31,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-04-07,16:00,2025-04-07,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-06,16:00,2025-01-06,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-13,16:00,2025-01-13,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-20,16:00,2025-01-20,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-01-27,16:00,2025-01-27,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-03,16:00,2025-02-03,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-10,16:00,2025-02-10,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-17,16:00,2025-02-17,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-02-24,16:00,2025-02-24,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-03,16:00,2025-03-03,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-10,16:00,2025-03-10,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-17,16:00,2025-03-17,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-24,16:00,2025-03-24,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-03-31,16:00,2025-03-31,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Introduction to Computer Programming,2025-04-07,16:00,2025-04-07,18:00,Course Code:CST8116|Section:341|Delivery:Lab|Professor:Rama Thavasinadar|Academic Penalty Withdrawal Date:2025-03-14,WB430, Woodroffe
Computer Essentials,2025-01-06,19:00,2025-01-06,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-13,19:00,2025-01-13,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-20,19:00,2025-01-20,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-27,19:00,2025-01-27,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-03,19:00,2025-02-03,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-10,19:00,2025-02-10,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-17,19:00,2025-02-17,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-24,19:00,2025-02-24,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-03,19:00,2025-03-03,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-10,19:00,2025-03-10,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-17,19:00,2025-03-17,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-24,19:00,2025-03-24,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-31,19:00,2025-03-31,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-04-07,19:00,2025-04-07,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-06,19:00,2025-01-06,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-13,19:00,2025-01-13,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-20,19:00,2025-01-20,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-27,19:00,2025-01-27,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-03,19:00,2025-02-03,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-10,19:00,2025-02-10,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-17,19:00,2025-02-17,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-24,19:00,2025-02-24,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-03,19:00,2025-03-03,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-10,19:00,2025-03-10,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-17,19:00,2025-03-17,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-24,19:00,2025-03-24,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-31,19:00,2025-03-31,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-04-07,19:00,2025-04-07,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-06,19:00,2025-01-06,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-13,19:00,2025-01-13,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-20,19:00,2025-01-20,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-01-27,19:00,2025-01-27,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-03,19:00,2025-02-03,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-10,19:00,2025-02-10,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-17,19:00,2025-02-17,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-02-24,19:00,2025-02-24,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-03,19:00,2025-03-03,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-10,19:00,2025-03-10,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-17,19:00,2025-03-17,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-24,19:00,2025-03-24,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-03-31,19:00,2025-03-31,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Computer Essentials,2025-04-07,19:00,2025-04-07,21:00,Course Code:CST8118|Section:341|Delivery:Lab|Professor:Matthew O'Meara|Academic Penalty Withdrawal Date:2025-03-14,WT117, Woodroffe
Introduction to Database,2025-01-07,17:00,2025-01-07,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-14,17:00,2025-01-14,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-21,17:00,2025-01-21,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-28,17:00,2025-01-28,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-04,17:00,2025-02-04,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-11,17:00,2025-02-11,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-18,17:00,2025-02-18,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-25,17:00,2025-02-25,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-04,17:00,2025-03-04,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-11,17:00,2025-03-11,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-18,17:00,2025-03-18,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-25,17:00,2025-03-25,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-04-01,17:00,2025-04-01,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-04-08,17:00,2025-04-08,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-07,17:00,2025-01-07,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-14,17:00,2025-01-14,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-21,17:00,2025-01-21,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-28,17:00,2025-01-28,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-04,17:00,2025-02-04,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-11,17:00,2025-02-11,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-18,17:00,2025-02-18,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-25,17:00,2025-02-25,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-04,17:00,2025-03-04,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-11,17:00,2025-03-11,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-18,17:00,2025-03-18,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-25,17:00,2025-03-25,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-04-01,17:00,2025-04-01,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-04-08,17:00,2025-04-08,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-07,17:00,2025-01-07,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-14,17:00,2025-01-14,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-21,17:00,2025-01-21,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-01-28,17:00,2025-01-28,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-04,17:00,2025-02-04,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-11,17:00,2025-02-11,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-18,17:00,2025-02-18,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-02-25,17:00,2025-02-25,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-04,17:00,2025-03-04,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-11,17:00,2025-03-11,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-18,17:00,2025-03-18,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-03-25,17:00,2025-03-25,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-04-01,17:00,2025-04-01,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Introduction to Database,2025-04-08,17:00,2025-04-08,19:00,Course Code:CST8215|Section:340|Delivery:Theory|Professor:Sarfraz Fayaz Khan|Academic Penalty Withdrawal Date:2025-03-14,WB455, Woodroffe
Communications I,2025-01-07,19:00,2025-01-07,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
Communications I,2025-01-14,19:00,2025-01-14,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
Communications I,2025-01-21,19:00,2025-01-21,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
Communications I,2025-01-28,19:00,2025-01-28,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
Communications I,2025-02-04,19:00,2025-02-04,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
Communications I,2025-02-11,19:00,2025-02-11,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
Communications I,2025-02-18,19:00,2025-02-18,21:00,Course Code:ENL1813T|Section:322|Delivery:Theory|Professor:John Valley|Academic Penalty Withdrawal Date:2025-03-14,WP308, Woodroffe
